nameOfIssuer,cusip,value,shares,sshPrnamtType,putCall,investmentDiscretion,otherManager,soleVotingAuthority,sharedVotingAuthority,noneVotingAuthority,ownedBy,ownedByName
ROYCE GLOBAL VALUE TR INC,78081T104,1,93,SH,,DFND,21,93,0,0,1000275,ROYAL  BANK  OF  CANAD
RUBICON TECHNOLOGY INC,78112T107,0,308,SH,,DFND,2,308,0,0,1000275,ROYAL  BANK  OF  CANAD
RUBICON TECHNOLOGY INC,78112T107,1,1000,SH,,DFND,5,1000,0,0,1000275,ROYAL  BANK  OF  CANAD
RUBICON PROJ INC,78112V102,19,2627,SH,,DFND,2,2627,0,0,1000275,ROYAL  BANK  OF  CANAD
RUBICON PROJ INC,78112V102,344,46417,SH,,DFND,3,46417,0,0,1000275,ROYAL  BANK  OF  CANAD
RUBICON PROJ INC,78112V102,252,33900,SH,,DFND,4,0,33900,0,1000275,ROYAL  BANK  OF  CANAD
RUBICON PROJ INC,78112V102,3,390,SH,,DFND,19,390,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W106,69877,806522,SH,,DFND,3,705900,0,100622,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W106,621,7166,SH,,DFND,5,7166,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W106,474,5474,SH,,DFND,8,5474,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W106,100,1150,SH,,DFND,11,1150,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W106,768,8863,SH,,DFND,15,8863,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W106,261,3018,SH,,DFND,21,3018,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W205,693,4402,SH,,DFND,2,4402,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W205,10553,66985,SH,,DFND,3,55572,0,11413,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W205,79,500,SH,,DFND,5,500,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W205,14,91,SH,,DFND,8,91,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W304,79,1371,SH,,DFND,2,1371,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W304,1954,33931,SH,,DFND,3,33374,0,557,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W304,12,200,SH,,DFND,5,200,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W304,51,878,SH,,DFND,21,878,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W304,383,6650,SH,,DFND,24,1290,0,5360,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W403,196,2341,SH,,DFND,2,2341,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W403,12071,144440,SH,,DFND,3,130937,0,13503,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W403,251,3000,SH,,DFND,15,3000,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W403,62,743,SH,,DFND,21,743,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W403,584,6985,SH,,DFND,24,3370,0,3615,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W486,27,1022,SH,,DFND,3,1022,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W486,0,15,SH,,DFND,21,15,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W502,49,800,SH,,DFND,2,800,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W502,797,12921,SH,,DFND,3,12848,0,73,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W536,30,1081,SH,,DFND,5,1081,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W577,78,1348,SH,,DFND,3,36,0,1312,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W585,338,6771,SH,,DFND,2,6771,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W601,2006,15571,SH,,DFND,2,15571,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W601,3622,28112,SH,,DFND,3,26126,0,1986,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W601,79,615,SH,,DFND,5,615,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W601,13,101,SH,,DFND,21,101,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W700,408,5585,SH,,DFND,2,5585,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W700,109,1497,SH,,DFND,3,1497,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W791,1208,14956,SH,,DFND,2,14956,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W791,40,500,SH,,DFND,3,500,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W791,19,230,SH,,DFND,21,230,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W809,747,7738,SH,,DFND,2,7738,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W809,197,2043,SH,,DFND,3,2043,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W817,7,68,SH,,DFND,2,68,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W817,4264,39302,SH,,DFND,3,29638,0,9664,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W817,6624,61058,SH,,DFND,5,61058,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W817,37,340,SH,,DFND,8,340,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W817,22,200,SH,,DFND,15,200,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W825,30,325,SH,,DFND,3,325,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W833,1294,13053,SH,,DFND,3,13053,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W841,1253,8587,SH,,DFND,2,8587,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W841,3213,22017,SH,,DFND,3,12731,0,9286,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W841,656,4495,SH,,DFND,5,4495,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W841,41,278,SH,,DFND,8,278,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W858,609,16525,SH,,DFND,3,13525,0,3000,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W858,26,710,SH,,DFND,21,710,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W866,512,8006,SH,,DFND,3,7144,0,862,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W866,5,73,SH,,DFND,5,73,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W866,461,7209,SH,,DFND,24,1660,0,5549,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W874,4727,39587,SH,,DFND,2,39587,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W874,1041,8717,SH,,DFND,3,6427,0,2290,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W874,180,1504,SH,,DFND,5,1504,0,0,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W882,169,1917,SH,,DFND,3,1467,0,450,1000275,ROYAL  BANK  OF  CANAD
RYDEX ETF TRUST,78355W882,56,631,SH,,DFND,5,631,0,0,1000275,ROYAL  BANK  OF  CANAD
RYMAN HOSPITALITY PPTYS INC,78377T107,174,2758,SH,,DFND,2,2758,0,0,1000275,ROYAL  BANK  OF  CANAD
RYMAN HOSPITALITY PPTYS INC,78377T107,183,2901,SH,,DFND,3,2301,0,600,1000275,ROYAL  BANK  OF  CANAD
RYMAN HOSPITALITY PPTYS INC,78377T107,0,2,SH,,DFND,5,2,0,0,1000275,ROYAL  BANK  OF  CANAD
RYMAN HOSPITALITY PPTYS INC,78377T107,6,91,SH,,DFND,15,91,0,0,1000275,ROYAL  BANK  OF  CANAD
SBA COMMUNICATIONS CORP,78388J106,80,773,SH,,DFND,2,773,0,0,1000275,ROYAL  BANK  OF  CANAD
SBA COMMUNICATIONS CORP,78388J106,1868,18088,SH,,DFND,3,16188,0,1900,1000275,ROYAL  BANK  OF  CANAD
SBA COMMUNICATIONS CORP,78388J106,7206,69785,SH,,DFND,5,69785,0,0,1000275,ROYAL  BANK  OF  CANAD
SBA COMMUNICATIONS CORP,78388J106,2812,27230,SH,,DFND,7,0,27230,0,1000275,ROYAL  BANK  OF  CANAD
SBA COMMUNICATIONS CORP,78388J106,60,580,SH,,DFND,8,20,560,0,1000275,ROYAL  BANK  OF  CANAD
SBA COMMUNICATIONS CORP,78388J106,60,581,SH,,DFND,15,581,0,0,1000275,ROYAL  BANK  OF  CANAD
SBA COMMUNICATIONS CORP,78388J106,2,15,SH,,OTR,19,0,0,15,1000275,ROYAL  BANK  OF  CANAD
SBA COMMUNICATIONS CORP,78388J106,11,111,SH,,DFND,21,111,0,0,1000275,ROYAL  BANK  OF  CANAD
SBA COMMUNICATIONS CORP,78388J106,614,5950,SH,,DFND,,0,5950,0,1000275,ROYAL  BANK  OF  CANAD
S&P GLOBAL INC,78409V104,63706,592392,SH,,DFND,1,592392,0,0,1000275,ROYAL  BANK  OF  CANAD
S&P GLOBAL INC,78409V104,652,6066,SH,,DFND,2,6066,0,0,1000275,ROYAL  BANK  OF  CANAD
S&P GLOBAL INC,78409V104,2818,26204,SH,,DFND,3,23842,0,2362,1000275,ROYAL  BANK  OF  CANAD
S&P GLOBAL INC,78409V104,200,1860,SH,,DFND,4,0,0,1860,1000275,ROYAL  BANK  OF  CANAD
S&P GLOBAL INC,78409V104,3159,29377,SH,,DFND,5,29377,0,0,1000275,ROYAL  BANK  OF  CANAD
S&P GLOBAL INC,78409V104,323,3000,SH,,DFND,7,0,3000,0,1000275,ROYAL  BANK  OF  CANAD
S&P GLOBAL INC,78409V104,9,88,SH,,DFND,8,88,0,0,1000275,ROYAL  BANK  OF  CANAD
S&P GLOBAL INC,78409V104,9,85,SH,,DFND,15,85,0,0,1000275,ROYAL  BANK  OF  CANAD
S&P GLOBAL INC,78409V104,543,5049,SH,,DFND,19,5049,0,0,1000275,ROYAL  BANK  OF  CANAD
S&P GLOBAL INC,78409V104,1,7,SH,,OTR,19,0,0,7,1000275,ROYAL  BANK  OF  CANAD
S&P GLOBAL INC,78409V104,105,979,SH,,DFND,21,979,0,0,1000275,ROYAL  BANK  OF  CANAD
S&P GLOBAL INC,78409V104,8281,77000,SH,,DFND,23,0,0,77000,1000275,ROYAL  BANK  OF  CANAD
S&P GLOBAL INC,78409V104,151,1400,SH,,DFND,,1400,0,0,1000275,ROYAL  BANK  OF  CANAD
SI FINL GROUP INC MD,78425V104,10,623,SH,,DFND,2,623,0,0,1000275,ROYAL  BANK  OF  CANAD
SK TELECOM LTD,78440P108,3,144,SH,,DFND,2,144,0,0,1000275,ROYAL  BANK  OF  CANAD
SK TELECOM LTD,78440P108,112,5336,SH,,DFND,3,5336,0,0,1000275,ROYAL  BANK  OF  CANAD
SK TELECOM LTD,78440P108,73,3500,SH,,DFND,13,3500,0,0,1000275,ROYAL  BANK  OF  CANAD
SK TELECOM LTD,78440P108,14,670,SH,,DFND,15,670,0,0,1000275,ROYAL  BANK  OF  CANAD
SK TELECOM LTD,78440P108,7,338,SH,,DFND,19,338,0,0,1000275,ROYAL  BANK  OF  CANAD
SK TELECOM LTD,78440P108,19,926,SH,,DFND,21,926,0,0,1000275,ROYAL  BANK  OF  CANAD
SK TELECOM LTD,78440P108,38,1838,SH,,SOLE,,1838,0,0,1000275,ROYAL  BANK  OF  CANAD
SL GREEN RLTY CORP,78440X101,66,612,SH,,DFND,1,612,0,0,1000275,ROYAL  BANK  OF  CANAD
SL GREEN RLTY CORP,78440X101,216,2009,SH,,DFND,2,2009,0,0,1000275,ROYAL  BANK  OF  CANAD
SL GREEN RLTY CORP,78440X101,379,3525,SH,,DFND,3,3125,0,400,1000275,ROYAL  BANK  OF  CANAD
SL GREEN RLTY CORP,78440X101,1,9,SH,,DFND,5,9,0,0,1000275,ROYAL  BANK  OF  CANAD
SL GREEN RLTY CORP,78440X101,3764,35000,SH,,DFND,11,35000,0,0,1000275,ROYAL  BANK  OF  CANAD
SL GREEN RLTY CORP,78440X101,1,5,SH,,OTR,19,0,0,5,1000275,ROYAL  BANK  OF  CANAD
SL GREEN RLTY CORP,78440X101,11,100,SH,,DFND,21,100,0,0,1000275,ROYAL  BANK  OF  CANAD
SL GREEN RLTY CORP,78440X101,32,300,SH,,SOLE,,300,0,0,1000275,ROYAL  BANK  OF  CANAD
SLM CORP,78442P106,210,19017,SH,,DFND,2,19017,0,0,1000275,ROYAL  BANK  OF  CANAD
SLM CORP,78442P106,2045,185548,SH,,DFND,3,181416,0,4132,1000275,ROYAL  BANK  OF  CANAD
SLM CORP,78442P106,37,3373,SH,,DFND,5,3373,0,0,1000275,ROYAL  BANK  OF  CANAD
SLM CORP,78442P106,9,846,SH,,DFND,21,846,0,0,1000275,ROYAL  BANK  OF  CANAD
SLM CORP,78442P106,29170,2646989,SH,,DFND,23,2318280,0,328709,1000275,ROYAL  BANK  OF  CANAD
SLM CORP,78442P106,1915,173757,SH,,DFND,26;23,0,0,173757,1000275,ROYAL  BANK  OF  CANAD
SM ENERGY CO,78454L100,862,25000,SH,Call,DFND,3,25000,0,0,1000275,ROYAL  BANK  OF  CANAD
SM ENERGY CO,78454L100,131,3799,SH,,DFND,2,3799,0,0,1000275,ROYAL  BANK  OF  CANAD
SM ENERGY CO,78454L100,242,7025,SH,,DFND,3,7025,0,0,1000275,ROYAL  BANK  OF  CANAD
SM ENERGY CO,78454L100,1,37,SH,,DFND,5,37,0,0,1000275,ROYAL  BANK  OF  CANAD
SM ENERGY CO,78454L100,5,151,SH,,DFND,15,151,0,0,1000275,ROYAL  BANK  OF  CANAD
SM ENERGY CO,78454L100,8,240,SH,,DFND,21,240,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR S&P 500 ETF TR,78462F103,246,1100,SH,Call,DFND,2,1100,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR S&P 500 ETF TR,78462F103,2613446,11691700,SH,Call,DFND,3,11691700,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR S&P 500 ETF TR,78462F103,11467,51300,SH,Put,DFND,2,51300,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR S&P 500 ETF TR,78462F103,2388195,10684000,SH,Put,DFND,3,10684000,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR S&P 500 ETF TR,78462F103,34625,154900,SH,Put,DFND,5,154900,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR S&P 500 ETF TR,78462F103,246,1100,SH,Put,DFND,8,1100,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR S&P 500 ETF TR,78462F103,22353,100000,SH,Put,SOLE,,100000,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR S&P 500 ETF TR,78462F103,23733,106175,SH,,DFND,1,106175,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR S&P 500 ETF TR,78462F103,685098,3064903,SH,,DFND,2,3064903,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR S&P 500 ETF TR,78462F103,940766,4208679,SH,,DFND,3,4057278,0,151401,1000275,ROYAL  BANK  OF  CANAD
SPDR S&P 500 ETF TR,78462F103,297827,1332380,SH,,DFND,5,1332380,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR S&P 500 ETF TR,78462F103,30977,138583,SH,,DFND,7,0,138583,0,1000275,ROYAL  BANK  OF  CANAD
SPDR S&P 500 ETF TR,78462F103,9524,42609,SH,,DFND,8,21986,20623,0,1000275,ROYAL  BANK  OF  CANAD
SPDR S&P 500 ETF TR,78462F103,42070,188207,SH,,DFND,9,188207,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR S&P 500 ETF TR,78462F103,6417,28709,SH,,DFND,11,28709,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR S&P 500 ETF TR,78462F103,3742,16740,SH,,DFND,13,16740,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR S&P 500 ETF TR,78462F103,18372,82189,SH,,DFND,14,82189,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR S&P 500 ETF TR,78462F103,4538,20302,SH,,DFND,15,20302,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR S&P 500 ETF TR,78462F103,224,1000,SH,,DFND,18,1000,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR S&P 500 ETF TR,78462F103,52532,235011,SH,,DFND,19,234879,0,132,1000275,ROYAL  BANK  OF  CANAD
SPDR S&P 500 ETF TR,78462F103,2940,13152,SH,,OTR,19,13152,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR S&P 500 ETF TR,78462F103,12810,57307,SH,,DFND,21,56807,0,500,1000275,ROYAL  BANK  OF  CANAD
SPDR S&P 500 ETF TR,78462F103,6177,27635,SH,,DFND,23,17916,0,9719,1000275,ROYAL  BANK  OF  CANAD
SPDR S&P 500 ETF TR,78462F103,440,1970,SH,,DFND,24,0,0,1970,1000275,ROYAL  BANK  OF  CANAD
SPDR S&P 500 ETF TR,78462F103,2505,11208,SH,,DFND,29,11208,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR S&P 500 ETF TR,78462F103,17358,77655,SH,,DFND,,77655,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR S&P 500 ETF TR,78462F103,1373,6144,SH,,SOLE,,6144,0,0,1000275,ROYAL  BANK  OF  CANAD
SPS COMM INC,78463M107,61,871,SH,,DFND,2,871,0,0,1000275,ROYAL  BANK  OF  CANAD
SPS COMM INC,78463M107,983,14062,SH,,DFND,3,3103,0,10959,1000275,ROYAL  BANK  OF  CANAD
SPS COMM INC,78463M107,31484,450483,SH,,DFND,4,0,262873,187610,1000275,ROYAL  BANK  OF  CANAD
SPS COMM INC,78463M107,8,110,SH,,DFND,15,110,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR GOLD TRUST,78463V107,66928,610600,SH,Call,DFND,2,610600,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR GOLD TRUST,78463V107,98156,895500,SH,Call,DFND,3,895500,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR GOLD TRUST,78463V107,3288,30000,SH,Call,SOLE,,30000,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR GOLD TRUST,78463V107,37794,344800,SH,Put,DFND,2,344800,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR GOLD TRUST,78463V107,135083,1232400,SH,Put,DFND,3,1232400,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR GOLD TRUST,78463V107,3288,30000,SH,Put,SOLE,,30000,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR GOLD TRUST,78463V107,11645,106241,SH,,DFND,2,106241,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR GOLD TRUST,78463V107,62590,571029,SH,,DFND,3,535610,0,35419,1000275,ROYAL  BANK  OF  CANAD
SPDR GOLD TRUST,78463V107,15320,139765,SH,,DFND,5,139765,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR GOLD TRUST,78463V107,3439,31371,SH,,DFND,7,0,31371,0,1000275,ROYAL  BANK  OF  CANAD
SPDR GOLD TRUST,78463V107,1359,12403,SH,,DFND,8,12403,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR GOLD TRUST,78463V107,692,6310,SH,,DFND,11,6310,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR GOLD TRUST,78463V107,616,5620,SH,,DFND,13,5620,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR GOLD TRUST,78463V107,1058,9650,SH,,DFND,14,9650,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR GOLD TRUST,78463V107,1121,10230,SH,,DFND,19,10230,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR GOLD TRUST,78463V107,2260,20615,SH,,DFND,21,9386,0,11229,1000275,ROYAL  BANK  OF  CANAD
SPDR GOLD TRUST,78463V107,33,300,SH,,DFND,24,0,0,300,1000275,ROYAL  BANK  OF  CANAD
SPDR GOLD TRUST,78463V107,800,7300,SH,,DFND,29,7300,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR GOLD TRUST,78463V107,469,4276,SH,,DFND,,4276,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR GOLD TRUST,78463V107,7916,72218,SH,,SOLE,,72218,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X103,799,26736,SH,,DFND,2,26736,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X103,354,11824,SH,,DFND,3,11806,0,18,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X103,25,840,SH,,DFND,5,840,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X103,21,700,SH,,DFND,7,0,700,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X186,11,300,SH,,DFND,3,300,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X186,251,7025,SH,,DFND,5,7025,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X194,15,205,SH,,DFND,3,205,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X202,6746,201600,SH,Call,DFND,3,201600,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X202,4739,141618,SH,,DFND,2,141618,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X202,6070,181395,SH,,DFND,3,88909,0,92486,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X202,14947,446723,SH,,DFND,5,446723,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X202,456,13623,SH,,DFND,8,13623,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X202,11,321,SH,,DFND,21,321,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X202,248,7415,SH,,DFND,24,305,0,7110,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X202,43,1295,SH,,DFND,,1295,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X301,1760,23428,SH,,DFND,2,23428,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X301,54,724,SH,,DFND,3,134,0,590,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X301,12,154,SH,,DFND,5,154,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X301,252,3360,SH,,DFND,21,3360,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X301,8,100,SH,,DFND,24,0,0,100,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X376,7,125,SH,,DFND,8,125,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X392,633,13575,SH,,DFND,3,13575,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X400,1237,17168,SH,,DFND,2,17168,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X400,134,1859,SH,,DFND,3,1645,0,214,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X400,1209,16785,SH,,DFND,5,16785,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X400,21,290,SH,,DFND,8,290,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X400,77,1074,SH,,DFND,13,1074,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X400,111,1544,SH,,DFND,21,1544,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X400,130,1800,SH,,DFND,23,1800,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X400,5,75,SH,,DFND,24,0,0,75,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X426,35,695,SH,,DFND,3,695,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X459,1488,24068,SH,,DFND,3,21440,0,2628,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X459,93,1504,SH,,DFND,5,1504,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X459,60,965,SH,,DFND,8,490,475,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X509,680,11869,SH,,DFND,3,10369,0,1500,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X509,463,8085,SH,,DFND,5,8085,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X509,89,1547,SH,,DFND,21,1547,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X533,730,27570,SH,,DFND,2,27570,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X533,1112,42014,SH,,DFND,3,37921,0,4093,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X533,1923,72686,SH,,DFND,5,72686,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X533,2,73,SH,,DFND,21,73,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X541,1198,29158,SH,,DFND,3,15111,0,14047,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X608,1,42,SH,,DFND,3,42,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X640,95,4200,SH,,DFND,3,4200,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X640,23,993,SH,,DFND,5,993,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X657,19,547,SH,,DFND,3,547,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X665,23,1121,SH,,DFND,5,1121,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X673,311,10525,SH,,DFND,3,10525,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X673,66,2242,SH,,DFND,5,2242,0,0,1000275,ROYAL  BANK  OF  CANAD
SPDR INDEX SHS FDS,78463X681,109,2500,SH,,DFND,3,2500,0,0,1000275,ROYAL  BANK  OF  CANAD
